&id&tmp_id&attribute_ntp&color&amount
169&218&1&Color: color: 0&Wybierz kolor: 0&0
170&218&2&Color: color: 0&biały: 0&8
171&218&3&Color: color: 0&czarny: 0&9
172&218&4&Color: color: 0&drewniany  +60 zł: 0&10
173&219&1&Color: color: 0&Wybierz kolor: 0&0
174&219&2&Color: color: 0&biały: 0&8
175&219&3&Color: color: 0&czarny: 0&5
176&219&4&Color: color: 0&drewniany  +60 zł: 0&8
177&226&1&Color: color: 0&Wybierz kolor: 0&0
178&226&2&Color: color: 0&biały: 0&5
179&226&3&Color: color: 0&czarny: 0&2
180&232&1&Color: color: 0&Wybierz barwę światła: 0&3
181&232&2&Color: color: 0&3000K: 0&5
182&232&3&Color: color: 0&4000K: 0&4
183&250&1&Color: color: 0&Wybierz kolor: 0&0
184&250&2&Color: color: 0&biały 667: 0&5
185&250&3&Color: color: 0&szary 668: 0&2
186&261&1&Color: color: 0&Wybierz kolor: 0&0
187&261&2&Color: color: 0&biały MLP8965: 0&3
188&261&3&Color: color: 0&czarny MLP8970: 0&9
189&262&1&Color: color: 0&Wybierz kolor: 0&0
190&262&2&Color: color: 0&biało złoty 5059: 0&8
191&262&3&Color: color: 0&czarno złoty 5058: 0&2
192&263&1&Color: color: 0&Wybierz kolor: 0&0
193&263&2&Color: color: 0&czarny satynowy: 0&5
194&263&3&Color: color: 0&mosiądz miodowy  +13 zł: 0&10
195&275&1&Color: color: 0&Wybierz kolor: 0&0
196&275&2&Color: color: 0&Ecru 8982: 0&6
197&275&3&Color: color: 0&Szary 9301  +10 zł: 0&5
198&290&1&Color: color: 0&Wybierz kolor: 0&0
199&290&2&Color: color: 0&biały AZ2917: 0&10
200&290&3&Color: color: 0&czarny AZ2916: 0&7
201&292&1&Color: color: 0&Wybierz kolor: 0&0
202&292&2&Color: color: 0&biały MLP5469: 0&7
203&292&3&Color: color: 0&czarny MLP5474: 0&6
204&301&1&Color: color: 0&Wybierz kolor: 0&0
205&301&2&Color: color: 0&podstawa czarna, klosz bursztynowy: 0&1
206&301&3&Color: color: 0&podstawa czarna, klosz dymiony: 0&10
207&301&4&Color: color: 0&podstawa mosiężna, klosz bursztynowy  +18 zł: 0&5
208&301&5&Color: color: 0&podstawa mosiężna, klosz dymiony  +18 zł: 0&9
209&301&6&Color: color: 0&podstawa satynowa, klosz dymiony  +8 zł: 0&9
210&304&1&Color: color: 0&Wybierz kolor: 0&0
211&304&2&Color: color: 0&biały 5056: 0&5
212&304&3&Color: color: 0&czarny 5054: 0&10
213&308&1&Color: color: 0&Wybierz kolor: 0&0
214&308&2&Color: color: 0&biały MLP5447: 0&3
215&308&3&Color: color: 0&czarny MLP5460: 0&4
216&309&1&Color: color: 0&Wybierz kolor: 0&0
217&309&2&Color: color: 0&biały MLP6105: 0&3
218&309&3&Color: color: 0&czarny MLP6103: 0&3
219&312&1&Color: color: 0&Wybierz kolor: 0&0
220&312&2&Color: color: 0&biały MLP5506: 0&1
221&312&3&Color: color: 0&czarny MLP5515: 0&5
222&326&1&Color: color: 0&Wybierz kolor: 0&0
223&326&2&Color: color: 0&biały ML4741: 0&2
224&326&3&Color: color: 0&czarny ML4742: 0&8
225&330&1&Color: color: 0&Wybierz kolor: 0&0
226&330&2&Color: color: 0&chrom: 0&7
227&330&3&Color: color: 0&złoty szampański  +27 zł: 0&2
228&343&1&Color: color: 0&Wybierz kolor: 0&0
229&343&2&Color: color: 0&biały AZ2853: 0&8
230&343&3&Color: color: 0&czarny AZ2852: 0&4
231&344&1&Color: color: 0&Wybierz kolor: 0&0
232&344&2&Color: color: 0&biały: 0&8
233&344&3&Color: color: 0&czarny: 0&4
234&344&4&Color: color: 0&drewniany  +60 zł: 0&5
235&345&1&Color: color: 0&Wybierz kolor: 0&0
236&345&2&Color: color: 0&biały: 0&7
237&345&3&Color: color: 0&czarny: 0&1
238&345&4&Color: color: 0&drewniany  +60 zł: 0&5
239&351&1&Color: color: 0&Wybierz barwę światła: 0&3
240&351&2&Color: color: 0&3000K: 0&9
241&351&3&Color: color: 0&4000K: 0&7
242&364&1&Color: color: 0&Wybierz kolor: 0&0
243&364&2&Color: color: 0&biały ML6349: 0&7
244&364&3&Color: color: 0&czarny ML63500: 0&10
245&365&1&Color: color: 0&Wybierz kolor: 0&0
246&365&2&Color: color: 0&biały ML6351: 0&1
247&365&3&Color: color: 0&czarny ML6352: 0&9
248&366&1&Color: color: 0&Wybierz kolor: 0&0
249&366&2&Color: color: 0&biały ML6353: 0&1
250&366&3&Color: color: 0&czarny ML6354: 0&2
251&371&1&Color: color: 0&Wybierz kolor: 0&0
252&371&2&Color: color: 0&biały: 0&2
253&371&3&Color: color: 0&czarno-złoty: 0&2
254&374&1&Color: color: 0&Wybierz kolor: 0&0
255&374&2&Color: color: 0&biały: 0&3
256&374&3&Color: color: 0&czarny: 0&10
257&376&1&Color: color: 0&Wybierz kolor: 0&0
258&376&2&Color: color: 0&brązowy 99466: 0&5
259&376&3&Color: color: 0&brązowy rustykalny 99353: 0&6
260&385&1&Color: color: 0&Wybierz kolor: 0&0
261&385&2&Color: color: 0&Aluminium szczotkowane  +47 zł: 0&2
262&385&3&Color: color: 0&Mosiądz szczotkowany: 0&2
263&387&1&Color: color: 0&Wybierz kolor: 0&0
264&387&2&Color: color: 0&biały AZ2798: 0&3
265&387&3&Color: color: 0&czarny AZ2954: 0&6
266&391&1&Color: color: 0&Wybierz kolor: 0&0
267&391&2&Color: color: 0&biały AZ2998: 0&7
268&391&3&Color: color: 0&czarny AZ2997: 0&3
269&392&1&Color: color: 0&Wybierz kolor: 0&0
270&392&2&Color: color: 0&biały AZ2199: 0&7
271&392&3&Color: color: 0&czarny AZ2198: 0&2
272&395&1&Color: color: 0&Wybierz kolor: 0&0
273&395&2&Color: color: 0&biały: 0&4
274&395&3&Color: color: 0&ciemny szary: 0&1
275&396&1&Color: color: 0&Wybierz kolor: 0&0
276&396&2&Color: color: 0&biały AZ2179: 0&2
277&396&3&Color: color: 0&ciemny szary AZ2180: 0&10
278&399&1&Color: color: 0&Wybierz kolor oraz barwę światła: 0&7
279&399&2&Color: color: 0&biały 3000K AZ2960: 0&8
280&399&3&Color: color: 0&biały 4000K AZ2962: 0&8
281&399&4&Color: color: 0&czarny 3000K AZ2959: 0&6
282&399&5&Color: color: 0&czarny 4000K AZ2961: 0&6
283&400&1&Color: color: 0&Wybierz kolor: 0&0
284&400&2&Color: color: 0&aluminium szczotkowane: 0&10
285&400&3&Color: color: 0&mosiądz szczotkowany  +1 zł: 0&9
286&405&1&Color: color: 0&Wybierz kolor: 0&0
287&405&2&Color: color: 0&czarny AL 7121-1 black: 0&7
288&405&3&Color: color: 0&srebrny AL 7121-1 silver  200 zł: 0&2
289&423&1&Color: color: 0&Wybierz kolor: 0&0
290&423&2&Color: color: 0&biały MLP4682: 0&1
291&423&3&Color: color: 0&czarny MLP4700: 0&10
292&423&4&Color: color: 0&szary MLP4691: 0&2
293&432&1&Color: color: 0&Wybierz kolor: 0&0
294&432&2&Color: color: 0&biały: 0&4
295&432&3&Color: color: 0&czarny: 0&6
296&433&1&Color: color: 0&Wybierz kolor: 0&0
297&433&2&Color: color: 0&czarny satynowy: 0&3
298&433&3&Color: color: 0&mosiądz miodowy  +24 zł: 0&7
299&443&1&Color: color: 0&Wybierz kolor: 0&0
300&443&2&Color: color: 0&biały 3046: 0&1
301&443&3&Color: color: 0&czarny 5549: 0&1
302&445&1&Color: color: 0&Wybierz kolor: 0&0
303&445&2&Color: color: 0&biały 5216: 0&1
304&445&3&Color: color: 0&grafit 5218: 0&4
305&452&1&Color: color: 0&Wybierz kolor: 0&0
306&452&2&Color: color: 0&biała, nogi miedziane: 0&6
307&452&3&Color: color: 0&biały: 0&8
308&452&4&Color: color: 0&czarny: 0&2
309&452&5&Color: color: 0&szary: 0&8
310&455&1&Color: color: 0&Wybierz kolor: 0&0
311&455&2&Color: color: 0&biały 95539: 0&7
312&455&3&Color: color: 0&czarny 95541: 0&3
313&456&1&Color: color: 0&Wybierz kolor: 0&0
314&456&2&Color: color: 0&biały: 0&10
315&456&3&Color: color: 0&czarny: 0&6
316&456&4&Color: color: 0&szary: 0&1
317&464&1&Color: color: 0&Wybierz kolor: 0&0
318&464&2&Color: color: 0&czarny 2899: 0&5
319&464&3&Color: color: 0&szary 2897- wyprzedany: 0&4
320&467&1&Color: color: 0&Wybierz kolor: 0&0
321&467&2&Color: color: 0&ecru 8981: 0&8
322&467&3&Color: color: 0&szary 9300: 0&2
323&468&1&Color: color: 0&Wybierz kolor: 0&0
324&468&2&Color: color: 0&Biały 9074: 0&2
325&468&3&Color: color: 0&Szary 9072: 0&9
326&472&1&Color: color: 0&Wybierz kolor: 0&0
327&472&2&Color: color: 0&amber: 0&10
328&472&3&Color: color: 0&biały: 0&4
329&472&4&Color: color: 0&czarny  +50 zł: 0&10
330&472&5&Color: color: 0&oliwkowy  +50 zł: 0&5
331&482&1&Color: color: 0&Wybierz kolor: 0&0
332&482&2&Color: color: 0&Biały 6492: 0&3
333&482&3&Color: color: 0&Czarny 6505: 0&7
334&482&4&Color: color: 0&Grafit 6498: 0&1
335&485&1&Color: color: 0&Wybierz kolor: 0&0
336&485&2&Color: color: 0&biały: 0&5
337&485&3&Color: color: 0&czarny: 0&8
338&490&1&Color: color: 0&Wybierz kolor: 0&0
339&490&2&Color: color: 0&biały MLP5469: 0&3
340&490&3&Color: color: 0&czarny MLP5474: 0&10
341&495&1&Color: color: 0&Wybierz kolor: 0&0
342&495&2&Color: color: 0&biały MLP6234: 0&3
343&495&3&Color: color: 0&czarny MLP6238: 0&4
344&496&1&Color: color: 0&Wybierz kolor: 0&0
345&496&2&Color: color: 0&biały MLP6226: 0&3
346&496&3&Color: color: 0&czarny MLP6230: 0&5
347&497&1&Color: color: 0&Wybierz kolor: 0&0
348&497&2&Color: color: 0&biały MLP908: 0&9
349&497&3&Color: color: 0&czarny MLP1340: 0&8
350&498&1&Color: color: 0&Wybierz kolor: 0&0
351&498&2&Color: color: 0&biały MLP9475: 0&2
352&498&3&Color: color: 0&czarny MLP9482: 0&10
353&500&1&Color: color: 0&Wybierz kolor: 0&0
354&500&2&Color: color: 0&biały MLP993: 0&9
355&500&3&Color: color: 0&czarny MLP998: 0&2
356&503&1&Color: color: 0&Wybierz kolor: 0&0
357&503&2&Color: color: 0&biały MLP5406: 0&6
358&503&3&Color: color: 0&czarny MLP5401: 0&8
359&504&1&Color: color: 0&Wybierz kolor: 0&0
360&504&2&Color: color: 0&biały MLP6274: 0&9
361&504&3&Color: color: 0&czarny MLP6278: 0&4
362&505&1&Color: color: 0&Wybierz kolor: 0&0
363&505&2&Color: color: 0&biały MLP5407: 0&6
364&505&3&Color: color: 0&czarny MLP5402: 0&10
365&506&1&Color: color: 0&Wybierz kolor: 0&0
366&506&2&Color: color: 0&biały MLP6282: 0&8
367&506&3&Color: color: 0&czarny MLP6286: 0&9
368&518&1&Color: color: 0&Wybierz kolor: 0&0
369&518&2&Color: color: 0&biały SL.0496: 0&7
370&518&3&Color: color: 0&czarny SL.0500: 0&5
371&519&1&Color: color: 0&Wybierz kolor: 0&0
372&519&2&Color: color: 0&biały SL.0497: 0&7
373&519&3&Color: color: 0&czarny SL.0501: 0&4
374&520&1&Color: color: 0&Wybierz kolor: 0&0
375&520&2&Color: color: 0&5844 srebrny: 0&2
376&520&3&Color: color: 0&6017 biały: 0&3
377&520&4&Color: color: 0&6022 czarny: 0&1
378&520&5&Color: color: 0&6137 grafitowy: 0&2
379&521&1&Color: color: 0&Wybierz kolor: 0&0
380&521&2&Color: color: 0&biały MLP899: 0&7
381&521&3&Color: color: 0&czarny MLP911: 0&7
382&524&1&Color: color: 0&Wybierz kolor: 0&0
383&524&2&Color: color: 0&biały 0464: 0&7
384&524&3&Color: color: 0&czarny 0460: 0&10
385&524&4&Color: color: 0&szary 0462: 0&10
386&525&1&Color: color: 0&Wybierz kolor: 0&0
387&525&2&Color: color: 0&biały SL0442: 0&1
388&525&3&Color: color: 0&czarny SL0448: 0&10
389&526&1&Color: color: 0&Wybierz kolor: 0&0
390&526&2&Color: color: 0&biały MLP8651: 0&4
391&526&3&Color: color: 0&czarny MLP8658: 0&10
392&527&1&Color: color: 0&Wybierz kolor: 0&0
393&527&2&Color: color: 0&biały MLP8652: 0&7
394&527&3&Color: color: 0&czarny MLP8659: 0&3
395&528&1&Color: color: 0&Wybierz kolor: 0&0
396&528&2&Color: color: 0&biały 0089: 0&6
397&528&3&Color: color: 0&czarny 0093: 0&3
398&528&4&Color: color: 0&szary 0451: 0&2
399&529&1&Color: color: 0&Wybierz kolor: 0&0
400&529&2&Color: color: 0&biały 0333: 0&10
401&529&3&Color: color: 0&czarny 0334: 0&4
402&529&4&Color: color: 0&szary 0454: 0&9
403&531&1&Color: color: 0&Wybierz kolor: 0&0
404&531&2&Color: color: 0&biały 0463: 0&4
405&531&3&Color: color: 0&czarny 0459: 0&1
406&531&4&Color: color: 0&szary 0461: 0&6
407&532&1&Color: color: 0&Wybierz kolor: 0&0
408&532&2&Color: color: 0&biały SL0441: 0&1
409&532&3&Color: color: 0&czarny SL0447: 0&6
410&533&1&Color: color: 0&Wybierz kolor: 0&0
411&533&2&Color: color: 0&biały 00331: 0&6
412&533&3&Color: color: 0&czarny 0332: 0&10
413&533&4&Color: color: 0&szary 0453: 0&3
414&534&1&Color: color: 0&Wybierz kolor: 0&0
415&534&2&Color: color: 0&biały 0096: 0&6
416&534&3&Color: color: 0&czarny 0100: 0&1
417&534&4&Color: color: 0&szary 0456: 0&5
418&535&1&Color: color: 0&Wybierz kolor: 0&0
419&535&2&Color: color: 0&biały 0088: 0&10
420&535&3&Color: color: 0&czarny 0092: 0&9
421&535&4&Color: color: 0&szary 0450: 0&8
422&536&1&Color: color: 0&Wybierz kolor: 0&0
423&536&2&Color: color: 0&biały SL0439: 0&5
424&536&3&Color: color: 0&czarny SL0445: 0&10
425&537&1&Color: color: 0&Wybierz kolor: 0&0
426&537&2&Color: color: 0&biały SL.0098: 0&5
427&537&3&Color: color: 0&czarny SL.0102: 0&8
428&537&4&Color: color: 0&szary SL.0458: 0&10
429&538&1&Color: color: 0&Wybierz kolor: 0&0
430&538&2&Color: color: 0&biały SL.0090: 0&5
431&538&3&Color: color: 0&czarny SL.0094: 0&5
432&538&4&Color: color: 0&szary SL.0452: 0&10
433&552&1&Color: color: 0&Wybierz kolor: 0&0
434&552&2&Color: color: 0&Biały 6607: 0&7
435&552&3&Color: color: 0&Czarny 6611: 0&1
436&552&4&Color: color: 0&Grafit 6610: 0&2
437&552&5&Color: color: 0&Srebrny 6608: 0&10
438&555&1&Color: color: 0&Wybierz kolor: 0&0
439&555&2&Color: color: 0&biały  -30 zł: 0&1
440&555&3&Color: color: 0&nikiel matt: 0&3
441&556&1&Color: color: 0&Wybierz kolor: 0&0
442&556&2&Color: color: 0&biały  -20 zł: 0&2
443&556&3&Color: color: 0&chrom: 0&4
444&556&4&Color: color: 0&nikiel matt: 0&8
445&557&1&Color: color: 0&Wybierz kolor: 0&0
446&557&2&Color: color: 0&biały 9603: 0&4
447&557&3&Color: color: 0&grafitowy 9598: 0&2
448&558&1&Color: color: 0&Wybierz kolor: 0&0
449&558&2&Color: color: 0&biały 9602: 0&6
450&558&3&Color: color: 0&grafitowy 9597: 0&10
451&559&1&Color: color: 0&Wybierz kolor: 0&0
452&559&2&Color: color: 0&biały 9601: 0&7
453&559&3&Color: color: 0&grafitowy 9596: 0&3
454&560&1&Color: color: 0&Wybierz kolor: 0&0
455&560&2&Color: color: 0&biały 9604: 0&10
456&560&3&Color: color: 0&grafitowy 9600: 0&3
457&561&1&Color: color: 0&Wybierz kolor: 0&0
458&561&2&Color: color: 0&biały 8268: 0&9
459&561&3&Color: color: 0&czarny 8263: 0&10
460&562&1&Color: color: 0&Wybierz kolor: 0&0
461&562&2&Color: color: 0&biały 8270: 0&1
462&562&3&Color: color: 0&czarny 8264: 0&6
463&563&1&Color: color: 0&Wybierz kolor: 0&0
464&563&2&Color: color: 0&biały 8272: 0&7
465&563&3&Color: color: 0&czarny 8266: 0&10
466&564&1&Color: color: 0&Wybierz kolor: 0&0
467&564&2&Color: color: 0&biały 8267: 0&3
468&564&3&Color: color: 0&czarny 8262: 0&6
469&567&1&Color: color: 0&Wybierz kolor: 0&0
470&567&2&Color: color: 0&biały ML4741: 0&7
471&567&3&Color: color: 0&czarny ML4742: 0&10
472&568&1&Color: color: 0&Wybierz kolor: 0&0
473&568&2&Color: color: 0&biały AZ3125: 0&7
474&568&3&Color: color: 0&czarny AZ3126: 0&7
475&568&4&Color: color: 0&szampański AZ3127  +20 zł: 0&3
476&569&1&Color: color: 0&Wybierz kolor: 0&0
477&569&2&Color: color: 0&biały 7791: 0&7
478&569&3&Color: color: 0&czarny 7790: 0&6
479&570&1&Color: color: 0&Wybierz kolor: 0&0
480&570&2&Color: color: 0&biały: 0&3
481&570&3&Color: color: 0&chrom  +6 zł: 0&3
482&570&4&Color: color: 0&czarny: 0&10
483&572&1&Color: color: 0&Wybierz kolor: 0&0
484&572&2&Color: color: 0&biały MLP9007: 0&8
485&572&3&Color: color: 0&czarny MLP9013: 0&7
486&575&1&Color: color: 0&Wybierz kolor: 0&0
487&575&2&Color: color: 0&biały MLP6225: 0&6
488&575&3&Color: color: 0&czarny MLP6229: 0&10
489&576&1&Color: color: 0&Wybierz kolor: 0&0
490&576&2&Color: color: 0&biały MLP6233: 0&1
491&576&3&Color: color: 0&czarny MLP6237: 0&9
492&579&1&Color: color: 0&Wybierz kolor: 0&0
493&579&2&Color: color: 0&biały MLP4250: 0&4
494&579&3&Color: color: 0&czarny MLP4258: 0&2
495&580&1&Color: color: 0&Wybierz kolor: 0&0
496&580&2&Color: color: 0&biały ML6474: 0&5
497&580&3&Color: color: 0&czarny ML6471: 0&8
498&581&1&Color: color: 0&Wybierz kolor: 0&0
499&581&2&Color: color: 0&biały MLP898: 0&9
500&581&3&Color: color: 0&czarny MLP910: 0&9
501&582&1&Color: color: 0&Wybierz kolor: 0&0
502&582&2&Color: color: 0&biały: 0&9
503&582&3&Color: color: 0&czarny: 0&10
504&584&1&Color: color: 0&Wybierz kolor: 0&0
505&584&2&Color: color: 0&biały: 0&6
